"Location ID",Area
507567,"Sai Sharan Hospital"
507565,"Sai Sanjeevini Hospital"
507563,"Sai Ram Multi Specialty Hospital"
507561,"Sai Preethi Life Hospitals& Diagnostics"
507559,"Sai Nikith Speciality Hospital & Laproscopic Centre"
507557,"Sai Krishna Neuro Hospital"
507553,"Sai Bhavani Super Speciality Hospital"
507551,"Sagarlal Memorial Hospital & Matadin Goel Res. Cen."
507549,"Sablok Hospitals"
507547,"S.V.R. Hospital"
507545,"S V Hospital"
507543,"Remedy Superspecialty Hospital"
507541,"Remedy Superspecialty Hospital"
507539,"Remedy Super Speciality Hospitals Ltd"
507537,"Remedy Hospitals"
507535,"Relief Hospitals"
507533,"Ramdevrao Memorial Hospital"
507531,"Ramantapur Hospital"
507529,"Ram Hospital"
507527,"Raksha Multispecialtiy Hospital"
507525,"Rainbow Children,s Hospital"
507523,"Raghavendra Hospital"
507521,"Raghava Multi Speciality Hospitals"
507519,"Princess Durru Shehvar Children,s & Gen Hospital"
507517,"Premier Hospitals"
507515,"Pranaam Hospital"
507513,"Pramila Hospital"
507511,"Pragna Hospital"
507509,"Praanadah Hospital"
507507,"Pooja Hospital"
507505,"Partha Dental Hospital and Research Centre"
507503,"Padmavathi Hospital"
507501,"Owaisi Hospital"
507499,"Nirmala Maternity & Orthopaedic Hospital"
507497,"Nikhil Multi Hospital"
507495,"Nikhil Hospitals"
507493,"Nightingale Hospital"
507491,"New Life Hospital"
507489,"Neena Hospital"
507487,"Navya Hospital"
507485,"Mythri Multi Hospital"
507481,"Mirra Multi Specialty Hospital"
507479,"Medwin Hospital"
507475,"Meditek Hospitals"
507473,"Mediciti Hospital"
507469,"Matrika Hospital"
507467,"Mamatha Hospital"
507465,"Mamatha Hospital"
507463,"Mahesh Hospital and Research Foundation"
507459,"Lotus Children’s Hospital"
507457,"Lions Club Of Hyderabad Hospital Trust"
507455,"Life Spring Hospital"
507453,"Life Hospitals"
507451,"Leela Hospital"
507445,"L K Hospital"
507443,"Krishna Hospital"
507441,"Krishna Children,s Hospital"
507439,"KNM Smile Dental Hospital"
507437,"KNM Smile Dental Hospital"
507435,"KNM Smile Dental Hospital"
507431,"Kirloskar Hospital"
507429,"Kiran Swetha Children Hospital"
507425,"Kamineni Wockhardt Hospitals"
507423,"Kamineni Hospitals (L B Nagar)"
507421,"Kamineni Hospitals"
507419,"Kamala Hospital"
507415,"JK Hospital"
507413,"J.J Hospital"
507409,"Image Hospitals"
507407,"Image Hospitals"
507401,"Hope Children Hospital"
507399,"Heritage Hospital"
507397,"Healing Touch Hospital"
507395,"Hariprasad Memorial Hospital"
507393,"GSN Hospital"
507391,"Global Hospitals"
507387,"FMS Dental Hospital"
507385,"Fehmi Care Hospital"
507381,"Eashwar Lakshmi Hospital"
507373,"Dr. Gowd,s Dental Hospital"
507369,"Dentacare - Dental Hospital and Research Institute"
507367,"Clear Vision Eye Hospital"
507365,"Challa Hospital"
507361,"Chaithanya Multi Speciality Hospital"
507359,"Care Hospital (Banjara Hills)"
507357,"Care Hospital"
507355,"Care Hospital"
507351,"C C Shroff Hospital"
507349,"Bibi General Hospitals & Cancer Centre"
507347,"Bhavya Multispeciality Hospital"
507343,"B.B.R. Multi Speciality Hospital"
507341,"Aware hospitals"
507337,"Ashok Kumar Hospital"
507333,"Aravind Eye Hospital"
507331,"Apoorva Hospital"
507329,"Apollo Hospital (Jubilee Hills)"
507327,"Apollo Emergency Hospital (Hyderguda)"
507325,"Apollo DRDO Hospital (Kanchanbagh)"
507323,"Anukrushna Hospitals"
507321,"Allwin Hospital"
507319,"Aditya Hospitals"
507317,"Adavally Damodar Reddy memorial Hospital"
507313,"Pramoda Hospital"
507311,"Jaya Hospitals"
507309,"Aditya Multi Speciality Hospital"
507307,"Vijaya Eye Hospital"
507305,"Sudarsani Eye Hospital"
507303,"St. Joseph,s General Hospital"
507299,"Sri Geetha Eye Hospital"
507295,"RK Eye Hospital"
507293,"Padmavathy Superspecialty Hospital"
507291,"Nandana Multi-care hospital"
507289,"Mediline Hospital"
507287,"Life Hospital"
507285,"Lalitha Super Specialty Hospital Pvt Ltd"
507283,"Lakshmi Super Speciality Hospitals"
507281,"Karumuri Hospitals"
507279,"Hi-Tech Trauma and Critical Care Hospital Ltd"
507277,"Hi-Tech Trauma & Critical Care Hospital Ltd"
507275,"Dr. Anji Reddy Multispeciality Hospitals Pvt. Ltd"
507273,"Dhulipalla Hospital"
507271,"Bayya ENT Hospital & Res Cen"
507269,"Aswini Hospitals"
507265,"Surya Hospital"
507263,"Surendra Nehru Hospital"
507259,"Ambika Hospital"
507257,"Kay Vee Hospital"
507255,"Asram Hospital (Alluri Sita Rama Raju Academy of Medical Sceinces)"
507251,"Sri madhavananda speciality Hospital"
507249,"Lions Eye Hospital"
507241,"Sreelatha Modern Eye Hospital and Research Centre"
507239,"Sree Sai Children Hospital"
507231,"Krishna Hospital"
507225,"Dr. BSR Hospital"
507223,"Aragonda Apollo Hospital"
507219,"Venkata Sai Health Care Pvt. Ltd(Apollo Hospitals)"
507217,"Mythri Hospitals"
484515,"Behind Shree Venkateshwara Hospital Near Ayyappa Temple"
484519,"Opp. Rubi Hospital"
507215,"Aasha Hospitals"
507213,"Vikram Hospitals"
507205,"Care Hospital"
507197,"Sri Sai Maternity & General Hospital"
507195,"Woodlands Hospital & Medical Research Centre Ltd."
507193,"Wockhardt Hospital Limited(Kolkata)"
507171,"Suraksha Hospital( A.M.R.I Hospital,Salt Lake)"
507163,"Subodh Mitra Cancer Hospital & Research Centre"
507161,"Sterling Hospital (Kolkata)"
507159,"Speed Age Hospital"
507147,"Shree Jain Hospital & Research Centre"
507123,"Ruby General Hospital Limited"
507103,"Priyamvada Birla Aravind Eye Hospital"
507099,"Phoenix Hospital& Research Centre"
507097,"Peerless Hospital & B.K. Roy Reseasrch Centre"
507091,"Paramount Hospital Pvt. Ltd."
507089,"North City Hospital & Neuro Institute Pvt Ltd"
507067,"Mission Of Mercy Hospital & Research Centre"
507061,"Meridian Medical Research And Hospital(West Bank Hospital)"
507045,"Little Heart Childrens Hospital Pvt. Ltd."
507043,"Lilabati General Hospital"
506995,"Eco Hospital & Diagnostics"
506975,"Disha Eye Hospitals & Research Centre Pvt. Ltd."
506967,"Critical & Trauma Care Hospital"
506961,"Charnock Hospital & Research Centre Pvt. Ltd."
506955,"Calcutta Pay Clinic & Hospital"
506953,Brws-Hospital
506945,"Bhagirathi Neotia Woman & Child Care Centre(Park Hospital)"
506917,"Apollo Gleneagle Hospital Limited"
506907,"Aditya Hospital (Kolkata)"
506901,"Sanjeevani Hospital (Haldwani)"
506899,"Sai Hospital"
506897,"Naveen Hospital"
506895,"Narayan Swami Hospital And Dental College"
506893,"Landour Community Hospital"
506891,"Krishna Hospital And Research Centre"
506887,"Jeevandeep Hospital"
506885,"Himalayan Institute Hospital"
506883,"Dr. Futela's Hospital"
506879,"City Hospital & Research Centre (Haldwani)"
506875,"Bhandari Hospital (Dehradun)"
506873,"Bhagwati Hospital (P) Ltd."
506871,"Archana Hospital & Lithotripsy Centre"
506869,"Yashoda Super Speciality Hospital"
506867,"Yashoda Hospital"
506865,"Yashlok Hospital"
506861,"Vivekanand Hospital & Research Centre"
506859,"Vineeta Hospital"
506857,"Vinayak Hospital (Noida)"
506851,"Uttam Hospital"
506849,"Upadhyay Hospital & Metro Heart Institute"
506847,"Tulsi Hospital Limited"
506845,"Tulsi Hospital (Meerut)"
506841,"Tarawati Super Speciality Hospital"
506839,"Sushma Hospital"
506837,"Surgical And Maternity Centre Ahuja Hospital"
506833,"Star Hospital Pvt Ltd"
506829,"Srijan Vatsalya Hospital"
506827,"Sri Sai Hospital (Moradabad)"
506825,"Singh Hospital"
506821,"Shri Ganga Charan Hospital (Bareilly)"
506819,"Shree Krishna Hospital"
506817,"Shivam Hospital And Heart Centre"
506813,"Shekhar Hospital(Lucknow)"
506811,"Sheela Jain Hospital & Research Centre"
506809,"Shanti Ved Hospital"
506805,"Seth L.M.Hospital (Lucknow)"
506803,"Savitri Hospital & Research Centre"
506799,"Sarvodaya Hospital(Ghaziabad)"
506797,"Sarvodaya Hospital (Vaishali - Ghaziabad)"
506795,"Sarvodaya Hospital (Modinagar)"
506793,"Saran Hospital"
506791,"Samvedana Hospitals & Research Centre"
506789,"Saksham Hospital"
506787,"Regency Hospital Limited"
506783,"Rama Krishna Hospital"
506781,"Rama Hospital Research Centre"
506779,"Rajendra Nagar Hospital"
506777,"Pushpanjali Hospital & Research Centre"
506775,"Priyadarshni Hospital(Modinagar)"
506773,"Priti Hospital"
506771,"Prayag Hospital & Research Centre Pvt.Ltd"
506769,"Prashant Super Speciality Hospital"
506765,"Prakash Hospital (Pvt) Ltd"
506763,"Pragya Hospital & Research Centre"
506761,"Pindari Hospital"
506759,"People's Heritage Hospital Ltd."
506755,"Pareek Hospital & Research Centre"
506753,"Paras Hospital"
506751,"Pannalal Shyamlal Hospital"
506747,"Nimt Hospital"
506745,"Neera Hospital"
506743,"Nazareth Hospital"
506741,"Navyug Hospital"
506739,"Navin Hospital(G. Noida)"
506729,"Mohan Hospital & Heart Centre"
506725,"Metro Hospital & Heart Institute(Meerut)"
506723,"Metro Hospital & Heart Institute"
506721,"Meenakshi Hospital"
506717,"Mansarovar Eye Hospital"
506713,"Maheshwari Hospital Pvt. Ltd."
506705,"Lucknow Hospital"
506701,"Lokpriya Hospital"
506699,"Lok Priya Hospital (Modinagar)"
506697,"Lifeline Hospital And Heart Centre"
506691,"Kulwanti Hospital And Research Center"
506687,"Keshlata Cancer Hospital Ltd"
506683,"Kamayani Hospital"
506681,"Kailash Hospital Pvt. Ltd."
506679,"Kailash Hospital & Research Centre Ltd"
506677,"K.K. Hospital Kidney Centre"
506675,"K. K. Hospital"
506673,"K. D. Dalmia Eye Hospital"
506671,"Jindal Hospital & Nursing Home"
506669,"Jeevandeep Hospital(Bagpat)"
506667,"Jeevan Jyoti Hospital"
506665,"Jeevan Hospital & Stone Centre"
506663,"Jaswant Rai Speciality Hospital"
506661,"Jain Medical Centre & Laser Eye Hospital"
506659,"International Hospital Limited(Fortis Group)"
506657,"Indo Gulf Jan Seva Trust Hospital"
506655,"Indo Gulf Diagnostics & Hospital"
506653,"Icare Eye Hospital"
506645,"Gopal Multi-Speciality Hospital"
506641,"Ganga Ram Hospital"
506639,"Ganesh Hospital"
506637,"G. M. Modi Hospital(Meerut)"
506635,"Forrd Hospital(Nova Hospital Ltd)"
506633,"Fatima Hospital"
506629,"Eves Hospital (Meerut)"
506625,"Dr.M.Prakash Hospital & Medical Reserach Centre"
506623,"Dr. Nawal Kishore Hospital & Research Centre"
506621,"Dr. Jain's Hospital"
506615,"Dharam Dutt City Hospital"
506613,"Dewa Hospital"
506611,"Devishiv Hospital"
506609,"Deepmala Hospital"
506607,"City Hospital And Trauma Centre"
506605,"City Hospital (Noida)"
506603,"Chandra Laxmi Hospital"
506601,"Chandni Hospital"
506599,"Central Hospital - Aligarh"
506597,"Care Hospital (Varanasi)"
506589,"Bhupal Hospital & Research Centre"
506587,"Bhargava Hospital"
506579,"B. N. K. Hospital"
506577,"Avadh Hospital & Heart Centre"
506575,"Asopa Hospital & Research Centre"
506573,"Apollo Pankaj Hospitals"
506571,"Apollo Hospital -Noida"
506569,"Apex Hospital"
506567,"Amit Jaggi Memorial Hospital"
506561,"Ajanta Hospital & Ivf Centre Pvt. Ltd."
506559,"Addya-Polo Hospital"
506557,"Agartala Hospital & Research Centre Pvt. Ltd."
506555,"Zubeda Hospital Limited"
506549,"Venkataeswara Hospitals"
506545,"Vedanayagam Hospital Private Limited"
506541,"Valli Vilas Hospital"
506537,"Vadamalayan Hospital"
506535,"V.G.Speciality Hospital"
506533,"Udhi Eye Hospitals"
506529,"Thiruvengdam Hospital"
506527,"Thiraviam Orthopaedic Hospital"
506525,"Thenmani Hospital"
506521,"The Guest Hospital"
506517,"Suwaathi Hospital"
506515,"Surya Hospital (Tiruvallur)"
506513,"Surya Hospital (Hosur)"
506509,"Sundar Hospital ( Chennai)"
506507,"Sujatha Hospital"
506505,"Sugam Hospital"
506503,"Sudha Hospitals"
506501,"Sudha Heart & Maternity Hospital"
506499,"St.Thomas Hospital"
506497,"St.Isabel's Hospital"
506495,"St Joseph Hospital"
506493,"Srushti Hospital Pvt. Ltd."
506491,"Srinivas Priya Hospital (P) Ltd"
506489,"Sri Venkatramana Hospital(Chengalpattu)"
506487,"Sri Venkateshwara's C M Hospital"
506481,"Sri Ranga Hospital"
506479,"Sri Ramakrishna Hospital (Coimbatore)"
506471,"Sri Kanchi Kamakoti Sankara Hospital"
