"Location ID",Area
9416,"Hotel Mohan"
9418,"Hotel Shambu Pvt Ltd"
9420,"Hotel Sunflower"
9422,"Lytton Hotel"
9424,"Ahdoos Hotel"
9426,"Hotel Shalimar Palace"
9430,"Hotel Regency"
9434,"Hotel Anand Deluxe"
9436,"Hotel Midtown"
9438,"Hotel Himland East"
9440,"Poppys Hotel"
9442,"Hotel Sentinel"
9444,"Hotel President"
9448,"Ramee Guestline Hotel Juhu"
9450,"Hotel Swosti Pvt Ltd"
9456,"Ishwari Niwas Heritage Hotel"
9458,"Darbargadh Poshina Heritage Hotel"
9460,"Hotel Damanis"
9466,"Hotel Dhola Maru"
9468,"Hotel Bhanwar Niwas"
9470,"Hotel Shri Ram Heritage"
9472,"Hotel Panchavati"
9474,"Hotel Shree Maya"
9478,"Cama Hotels Ltd"
9484,"Hotel Malligi Pvt. Ltd."
9490,"Hotel Baboo Soorya"
9492,"Hotel Mass Pvt. Ltd."
9496,"Hotel Clarks Varanasi"
9498,"Hotel Bliss"
9500,"Falcon guest house"
9504,"Hotel Palace Plaza"
9506,"Chateau Windsor Hotel"
9510,"Alka The Lake Side Hotel"
9512,"Hotel Casadi William"
9514,"Hotel Southern Star Hassan"
9516,"The Elgin Heritage Hotel"
9520,"The Norkhill Heritage Hotel"
9528,"Agra Hotel"
9530,"Hotel Sahil"
9532,"Hotel Udai Kothi"
9538,"Nahar Hotels (Nilgiris)"
9542,"Hotel Lake Palace Heritage Deluxe"
9544,"Hotel Hilltop Palace"
9546,"Hotel Landmark Fort"
9548,"Hotel Ambica Empire"
9550,"Amarpreet Hotel"
9552,"M.K. Hotel"
9554,"Hotel Majestic"
9556,"Hotel New Castle"
9558,"Abhishek The Hotel"
9560,"Padma Guest House"
9562,"Grand View Hotel"
9564,"Hotel Broadway"
9566,"Hotel Kanchan"
9568,"Hotel Embassy"
9570,"Yogi Lodge"
9572,"Hotel Swiss"
9578,"Hotel Hassan Ashhok"
9580,"Hotel Metro Palace"
9590,"Hotel Valley View Inn"
9594,"Hotel Eagles Palace Nest"
9596,"Hotel Natraj"
9612,"Hotel Renuka"
9616,"Hotel Rajpur Heights"
9622,"Hotel Golden Tower"
9624,"Shri Murugan Lodge"
9626,"Hotel Kabur"
9630,"Hotel Garuda"
9632,"Hotel Rashmi"
9634,"Hotel Suhas"
9636,"Hotel Sheetal Regency"
9640,"Hotel Saipriya Resort"
9642,"Hotel Madhuvan International"
9648,"Hotel Harasar Haveli"
9650,"Mohan International hotel"
9652,"Hotel Srinivas"
9658,"Hotel Padmini Niwas"
9660,"Hotel Palace View"
9662,"Hotel Nachana Haveli"
9664,"Shalimar Hotel"
9668,"Hotel Meera"
9672,"Hotel Alka"
9674,"Hotel Atithi"
9676,"Hotel Rajmata"
9678,"Hotel Vikrant"
9680,"Hotel Aaditya"
9682,"Haveli Uma Megh Paying Guest House"
9686,"Shivam Paying Guest house"
9688,"Hotel Phamrong"
9690,"Hotel The Willow Hill"
9692,"Hotel Mayura"
9696,"Hotel Lake Palace"
9698,"Hotel Renuka"
9702,"Hotel Vaishali"
9704,"Hotel Kanishka International"
9706,"Hotel Dekyid"
9708,"Hotel Tiger Safari Resort"
9710,"Hotel Raj Palace"
9712,"Hotel Lasermo"
9714,"Hotel Ajit"
9716,"Hotel Krishna"
9718,"Hotel Ashoka Towers"
9720,"Royal Hotel - Heritage"
9722,"Hotel Pink Palace"
9724,"Hotel Galaxy"
9726,"Hotel Mangalore International"
9728,"Hotel Shingar"
9730,"Hotel Safina"
9732,"Hotel Comfort"
9734,"Vikas Hotel"
9736,"Hotel Gokarna International"
9740,"Hotel Ranjana Guest House"
9742,"Hotel City Tower"
9744,"Galaxy Hotel"
9746,"Hotel Imperial Palace"
9752,"Hotel Sundaram Executive"
9754,"Hotel Shashinag Residency"
9756,"Nandadeep Hotel"
9762,"Hotel Silver Inn"
9764,"Smart Inn Hotel"
9766,"Hotel Ranajeet"
9768,"Laxman Hotel"
9770,"Sadanand Residency Hotel"
9772,"Hotel Golden Emerald"
9774,"Hotel Shikha"
9776,"Hotel Shanthala"
9778,"Hotel Pai Vista"
9782,"Hotel Jony International"
9784,"Hotel The Nest"
9786,"Hotel Bhimas Residency"
9788,"Hotel Shreyas"
9790,"Hotel Embassy"
9792,"Hotel Roopa"
9794,"Hotel Bharat"
9796,"Travel Lodge"
9798,"Hotel Megharaj"
9800,"Hotel Mookambika Deluxe"
9804,"Hotel New Satkar"
9806,"Hill Town Hotel"
9808,"Hotel Marudhar Heritage"
9810,"The Hotel Jayshree"
9812,"Hotel Luxmount"
9814,"Hotel Siddharth"
9816,"Lotus Nikko  Hotel Bodhgaya"
9818,"Hotel Ramneek"
9820,"Hotel Wonderview"
9822,"Hotel Klassic Gold"
9824,"Hotel Rang Mahal Heritage"
500181,"Hotel Sandys Tower"
9828,"Hotel Poonja International"
9830,"Hotel Ramada"
9834,"Hotel Suvarna Regency"
9836,"Hotel Golden Pagoda"
9838,"Hotel Roopalee Guest House"
9840,"Hotel Navrang"
9844,"Hotel Bhagwati"
9846,"Hotel Sree Krishna"
9848,"Hotel Renuka"
9852,"Vijay Guest House"
9854,"Hotel Classic"
9856,"Hotel New Park"
9858,"Hotel Paradise"
9862,"Hotel Royal Orchid"
9864,"Chamiers Park Hotel"
9868,"Hotel Royal Garden"
9870,"Hotel Tharavad Heritage Resort"
9876,"Hotel Accord"
9878,"Hotel Swagath"
9880,"Hotel Aarti"
9884,"Liberty Park Hotel"
9886,"Hotel Sarvesh"
9890,"Hotel Pai Viceroy J.C Road"
9892,"Issac's Hotel The Resort"
9898,"Spoonbill Hotel"
9900,"Kasmanda Palace Hotel - Heritage"
9902,"Hotel United 21"
9904,"New Spoonbill Hotel"
9906,"Hotel Marine Palace"
9908,"Hotel Apsara"
9912,"Hotel Meedos Grand"
9914,"Karavali Hotel"
9922,"Hotel Combermere"
9924,"Hotel Savera Palace"
9934,"Hotel Regaalis"
9938,"Jaypee  Palace  Hotel"
9942,"Hotel Anchal"
9944,"Jag Niwas Guest House"
9946,"Hotel Fifty Five"
9948,"Hotel Rockholm"
9950,"Hotel Zen"
9952,"Hotel Fition"
9954,"Hotel Chitra"
9960,"Hotel Naveen"
9964,"Hotel Hollywood"
9968,"Hotel Mayfeel"
9970,"Hotel Pradeep"
9972,"Hotel Monal"
9976,"Hotel Krishna"
9982,"Hotel Pratap Palace"
9984,"Hotel Kabeer"
9986,"Hotel Dreamland"
9988,"Hotel Syamala Paradise"
9992,"Khuri Guest house"
9996,"Hotel Great Value"
9998,"Hotel Kufri Holiday Inn"
10000,"Hotel Shobla"
10002,"Hotel White House"
10004,"Hotel S.S. Residency"
10006,"Hotel Hillstone"
10008,"Hotel Highland"
10014,"Grand Hotel"
10016,"Hotel Simla Lodge"
10020,"Hotel Badi Haveli"
10022,"Hotel Shivalik"
10024,"Hotel Roopam"
10026,"Mayfair Hotel"
10028,"Hotel Horizon"
10030,"Hotel Roopa"
10034,"Hotel Maurya Palace"
10036,"Hotel Kanishka"
10038,"Baspa Guest House"
10040,"Hotel Navratan palace"
10042,"Vinayaka Lodge"
10054,"Hotel Vyshak International"
10056,"Ankur Hotel"
10058,"Hotel Mahaveer"
10060,"Hotel Siddharth"
10062,"Hotel Paradise"
10064,"Hotel Priyadarshini"
10066,"Hotel Airlines International"
10068,"Hotel Dasprakash"
10070,"Hotel Ramanashree Brunton"
10072,"Hotel Ramanashree Richmond Road"
10074,"Hotel Vyshak Residency"
10076,"Hotel Golden Swan"
10080,"Hotel Sangam"
10084,"Hotel Bandra Residency"
10088,"Hotel Amar"
10090,"Hotel Mehman"
10092,"Cosy Guest House"
10094,"Hotel Ganges View"
10096,"Hotel Surya"
10098,"Raman Guest House"
10100,"Hotel Hilltop"
10102,"Hotel Grand Mumtaz"
10106,"Hotel Ambassador"
10108,"Hotel Park Lane"
10110,"Roland  Hotel (Rowland Plaza)"
10114,"Hotel Skylark"
500109,"Satkar Hotel"
10118,"Hotel Paramount"
10120,"Hotel Tourist Deluxe"
10122,"Sharma Guest House"
10126,"Hotel Atlantic"
10128,"South Indian Hotel"
10130,"Hotel Lakeshore"
10132,"Hotel Airlink"
10134,"Hotel Shalimar"
10140,"Bhimas Deluxe Hotel"
10142,"Rashmi Guest House"
10144,"Hotel Darshan Deluxe Lodge"
10146,"Hotel Gurudev International"
10148,"Hotel Highland Park"
10150,"Hotel Bhaskar"
10152,"Hotel Sujan"
10154,"Hotel Kaveri"
10156,"Hotel Comfort Inn Heritage"
10160,"S.S Hotel"
10162,"Hotel Rama Krishna"
10168,"Hotel Geo"
10170,"Hotel Swadesh"
10172,"Hotel Janardana"
10176,"Hotel Palm Grove Beach House Resort"
10178,"Hotel Udupi Residency"
10180,"Hotel Karthik"
10182,"Hotel InterContinental Nehru  Place"
10184,"Hotel Maurya Residency"
10186,"Hotel Maharani Plaza"
10188,"Hotel Maharani Palace"
10190,"Hotel De L Orient"
10196,"Hotel Broadway"
10204,"Hotel Midtown"
10206,"Hotel Amblee Holiday Resort"
10210,"Hotel Navaratna"
10214,"Hotel Shringar Intercontinental"
10216,"Hotel Malti"
10218,"Hotel Green Castle"
10224,"Swiss Hotel"
10226,"Hotel Swagath"
10228,"Hotel Sanman Lodge"
10230,"Hotel Jewel Palace"
10236,"Hotel Swagat"
10238,"Centaur Hotel"
10240,"Hotel White Rose"
10242,"Hotel Apollo"
10246,"Hotel Phul Plaza"
10248,"Hotel Meru Palace - Woodland"
10250,"Hotel Sharada International"
10254,"Raajpath Hotel"
10256,"Indus Guest House"
10262,"Hotel Padmini Niwas (Heritage)"
10268,"The Park (Luxury Boutique Hotel)"
10270,"Hotel Capri"
10272,"Hotel Pooja International"
10274,"Hotel Jasnagra"
10276,"Hotel Shantai"
10278,"Hotel Kwality Regency"
10280,"Hotel Kannika International"
10282,"Hotel Oasis"
10284,"Hotel Krishna Niwas"
10286,"Park Lane Lodge"
10292,"Hotel Shekhawati"
10294,"Hotel Abad Fort"
10296,"Hotel Coorg International"
10298,"Hotel Embassy"
10300,"Hotel Grand View"
10302,"Hotel Abad Metro"
10306,"Hotel Ranthambore Resort"
10312,"Hotel Doegar"
10314,"Hotel Pentagon"
10318,"Hotel Arun"
10320,"Abad Airport Hotel"
10322,"Hotel Grand"
10326,"Hermitage-Sagar Hotel and Restaurant"
10328,"Abad Atrium Hotel"
10332,"Hotel Darshan Palace"
10338,"Hotel Pratap Regency"
10346,"Hotel Deep Palace"
10350,"Hotel Sandesh The Prince"
10352,"Hotel Paradise Isle Beach Resort"
10354,"Hotel Central"
10356,"Hotel Nahar Heritage"
10358,"Hotel Shanthi Nivas"
10360,"Hotel Blue Hill"
10362,"The Infantry Hotel"
10364,"Royal Lodge"
10366,"Hotel Bangalore International"
10372,"Hotel Ajanta"
10376,"Ambassador Hotel"
10378,"Hotel Mountview"
10380,"Hotel Sunbeam"
10384,"Hotel Srimaan"
10386,"Hotel Classic Heights"
10388,"Hotel Pawan"
10390,"Lake View Paying Guest House"
10392,"Hotel Airlines"
10394,"Kings Kourt Hotel"
10398,"Hotel Ashoka Continental"
10406,"Hotel Filigree"
10408,"Hotel Ashoka"
10414,"Hotel Snow Princess"
10416,"Hotel Athitya"
10418,"Ajit Bhawan Hotel (Heritage)"
10420,"Woody's The Nagarjuna Hotel"
10424,"Hotel Paras Mahal"
10430,"Hotel Anoop"
10434,"Hotel Rewa Raj Vilas"
10438,"Hotel Sinclairs Darjeeling"
10440,"Hotel Broadway"
10442,"Lauries Hotel"
10446,"Kalinga Hotel"
10450,"Hotel Republic"
10452,"Hotel Chalukya"
10454,"Hotel Priya"
10458,"Hotel Nrupatunga"
10460,"Hotel President"
10462,"Hotel India House"
10464,"Hotel Adarsha Palace"
10466,"Hotel Sepal"
10472,"Haveli Guest House"
10474,"Hotel Host-Inn"
10476,"Hotel Ranjit"
10478,"Greens Hotel"
10480,"Hotel Sharon"
10486,"Hotel Shree Panchratna"
10490,"Victoria Hotel"
10492,"Mrs. Bhandaris Guest House"
10494,"Hotel Meedo"
10496,"Hotel Gwalior Regency"
10502,"Hotel Hill View"
10504,"Hotel Garuda"
10508,"Annexe Hotel"
10510,"Hotel Jyoti"
10512,"Hotel Meghsar Castle"
10514,"Hotel Midtown"
10516,"Aveda Hotels"
10518,"Hotel Kalinga"
10520,"Hotel Hilltone"
10522,"Hotel Keerti"
10526,"Hotel Sankam Residency"
10530,"Hotel Sandhu Palace"
10534,"Subhadra Hotel"
10536,"Hotel Princes Palace"
10540,"Hotel SCVDS"
10542,"Hotel Mamata"
10544,"Govind Hotel"
10546,"Alasia hotel"
10548,"Hotel Zee Bar"
10550,"Hotel Adina Palace"
10552,"Hotel Astoria Veg"
10554,"Deki Lodge"
10556,"Hotel Oriental"
10558,"Hotel Veda Comforts"
10560,"Hotel Springfields"
10562,"Hotel Beniwal Palace"
10572,"Hotel Atithi"
10574,"Hotel Uberai Anand"
10578,"Hotel Pola Paradise"
10580,"Hotel Sun N Sheel"
10582,"Hotel New Castle"
10584,"Hotel Radha Continental"
10594,"Hotel Highway"
10596,"Hotel Suraj"
10598,"Hotel Sunderban"
10600,"Hotel Sonamchen"
10602,"Hotel North Star"
10604,"Hotel Palika"
10608,"Hotel Ritz Manor"
10610,"Hotel Chandan Lodge"
10614,"Evelyn Hotel"
10620,"Sukhdham Koti Heritage Hotel"
10626,"Hotel Garden"
10628,"Hotel Ritz Plaza"
10630,"Hotel Rajmahal"
10632,"Hotel Bobina"
10634,"Hotel Satya Ashoka"
10638,"Hotel Silver Palace"
10642,"The Jaipur Emerald Hotel"
10644,"Hotel Sita"
10646,"Hotel Udupi Inn"
10648,"Baseraa The Hotel"
10652,"Hotel Sangeet"
10654,"Hotel Deep Avadh"
10662,"Hotel Sita Manor"
10664,"Hotel Hillock Pvt Ltd"
10668,"Hotel Dynasty"
10670,"Fateh Bagh Hotel"
10678,"The Aodhi Hotel"
10682,"Hotel Suvidha Palace"
10684,"Hotel President"
10686,"Vikrant Hotel"
10688,"Hotel Kamal"
10694,"Hotel Emerald Park  Sharanpur Road"
10696,"Hotel Gulmarg Regency"
10698,"Hotel Surya"
10700,"The Bellevue Hotel"
10702,"Hotel Buddha"
10704,"Hotel Vaibhav"
10706,"Hotel Airlines Deluxe"
10708,"Hotel Prem Sagar"
10710,"Hotel Bayul"
10712,"Hotel Black Rock"
10714,"Pineridge Hotel"
10716,"Hotel Lake View"
10720,"Hotel City Heart"
10722,"Shikarbadi Hotel"
10724,"Hotel Kanishka"
10726,"Hotel Central Excellency"
10728,"Hotel Saheli Palace"
10730,"Hotel Yatrika"
10736,"Hotel Heritage Mandawa"
10738,"Hotel Safari"
10740,"Hotel Usha Bundela"
10744,"Hotel Regaalis"
10746,"Jagat Singh Palace Hotel"
10750,"Tourist Guest House"
10752,"Hotel Sakura"
10760,"Hotel Snowcrests Manor"
10762,"Jayaram Hotel"
10764,"Hotel Maurya Palace"
10766,"Hotel Jaipur Palace"
10768,"Kapila Business Hotels"
10770,"Hotel Tourist International"
10772,"Hotel Homeland"
10774,"Hotel  Jaipur Ashok"
10776,"Hotel Kanchi (Geetha Hotels Pvt Ltd)"
10778,"Hotel Pandian"
10784,"Hotel Neelam"
10790,"Hotel Parichay"
10792,"L.M.B. Hotel"
10794,"Hotel Woodland"
10796,"Hotel Rajdhani"
10798,"Gordon House Hotel"
10800,"Hotel Meru"
10802,"Hotel Tristar Inn"
10804,"Hotel Pearl"
10810,"Hotel Chetan International"
10814,"Hotel Madhav International"
10820,"Hotel Sindhuri Park"
10826,"Hotel Salem Castle"
10830,"Parklane Hotel"
10836,"Hotel Centre Point"
10844,"Durgamba Lodge"
10846,"Hotel Kodagu Plaza"
10848,"Shreepoorna Lodge"
10852,"Hotel Suhas Paying Guest House"
10858,"Hotel Basera"
10860,"Hotel Sapphire"
10862,"Arch Manor Hotel"
10864,"Hotel Indraprastha"
10866,"Hotel Yamuna View"
10872,"Hotel Maya Deluxe"
10874,"Hotel Grant"
10876,"Poppys Hotel"
10878,"Hotel Arun Subansiri"
10880,"Hotel Natraj"
10882,"Negis Hotel Mayflower"
10886,"Hotel Aketa"
10892,"Hotel Sun City Towers"
10894,"Sealord Hotel"
500177,"Hotel KSR Grand"
10900,"Jas Hotel"
10902,"Hotel Excellency"
10904,"Hotel City Tower"
10910,"Hotel Panchvati"
10918,"Hotel Navaratna Deluxe"
10920,"Bison Wells Jungle Lodge"
10924,"Hotel Nandhana Grand"
10928,"Hotel Hari Niwas Palace"
10930,"Hotel Lakeview"
10932,"Hotel Yuvraj"
10936,"Hotel Supreme"
10938,"Hotel Royal Park"
10940,"Hotel Sapna International"
10942,"Hotel Nagavali"
10944,"Hotel Jaisal Castle"
10948,"Hotel Raj Mahal Lodge"
10952,"Hotel Ajanta"
10954,"Hotel Manasi Tourist"
10958,"Hotel Gomti"
10970,"Poonam Lodge"
10972,"Lions Den Hotel"
10974,"Hotel Chevron Rosemount"
10976,"Hotel Chevron Fairhavens"
10978,"Hotel Classic"
10980,"Hotel River View"
10982,"Hotel Asia Shripati"
10984,"Mandir Palace Hotel"
10986,"The Central Court Hotel"
10988,"Hotel Asia Jammu Tawi"
10992,"Palm Beach Hotel"
10998,"Hotel Arbuda Akashdeep"
11006,"Hotel Sitara Grand"
11012,"Hotel Cochin Tower"
11014,"Taragarh Palace Hotel"
11018,"Hotel Anmol Continental"
11028,"Windsor Lodge and Hotel"
11030,"Hotel Asia The Dawn"
11032,"Hotel Raviraj"
11034,"Hotel Swarn Towers"
11036,"Hotel Royal Inn"
11038,"Hotel Jammu Ashok"
11054,"Hotel Arma Galaxy"
11058,"Hotel Sinclairs Bay View"
11062,"Jagat Niwas Palace Hotel"
11070,"Murudeshwar Guest House"
11076,"Hotel Aroma Executive"
11078,"Hotel Veerabhoomi Tourist Village"
11082,"Hotel Pallavi Lodge"
11084,"Hotel Maurya Kaveri Yathri Niwas"
11086,"Hotel City Palace"
11088,"Hotel Malenadu Paradise"
11092,"Hotel Badami Court"
11094,"Hotel Howad Johnson Inn The Monarch"
11096,"Hotel Shelter"
11098,"Hotel Ganga View"
11100,"Hotel Ganga Kinare"
11102,"Diamond Hotel"
11104,"Hotel Suyash Deluxe"
11106,"Hotel Victerrace"
11108,"Hotel Airport International"
11110,"Hotel The Royal Residency"
11112,"Hotel Kant"
11114,"Rituraj Hotel"
11116,"Hotel Jewels"
11118,"Grand Hotel"
11122,"Hotel Rajdoot"
11124,"Hotel Midtown"
11126,"Hotel Tashi Delek"
11128,"Hotel Umaid Bhawan"
11130,"Hotel Ambarish Grand Residency"
11132,"Hotel Haveli"
11134,"Hotel Shervani"
11140,"Cedar Lodge Ramgarh"
11144,"Vishnu Krupa Lodge"
11146,"Hotel Sun International"
11148,"Hotel Kadamba Residency"
11150,"Hotel  President"
11152,"Hotel Khems"
11156,"Goa Woodlands Hotel"
11160,"Hotel Harsha"
11164,"Hotel Heaven"
11166,"Grand Hotel"
11168,"Hotel Relax"
11172,"Hotel Express Residency"
11174,"Mini Swiss Hotel"
11176,"Hotel Express Residency"
11182,"Hotel Delmon"
11184,"Hotel Lindsay"
11188,"Hotel De Paris"
11190,"Hotel Siddhartha International"
11196,"Hotel Tepso"
11204,"Hotel KPM Residency"
11214,"Hotel La Paz Garden"
11218,"Hotel Juhu Plaza (Unit of Sands Hotel Pvt. Ltd.)"
11220,"Hotel Sahil"
11222,"Fariyas Hotel"
11228,"Beeu Hotel PVT. LTD."
11236,"Capital Guest House"
11238,"Hotel Mansingh"
11240,"Hotel Venkatesware"
11246,"Hotel Jagannath"
11248,"Hotel Kalinga"
11250,"Hotel Sunflower Beach Resort"
11252,"Paulson Park Hotel"
11258,"Palace Hotel (Bikaner House)"
11260,"Casino Hotel"
11264,"Hotel Grand Barrack"
11274,"Hotel Gnanam"
11276,"Republica Hotel"
11282,"Hotel Le Jardin"
11286,"Hotel Goverdhan Palace"
11298,"Hotel Rishi Regency"
11300,"Hotel Preethi Palace"
11302,"Hotel Grand Palace"
11304,"Hotel Kashiba s"
11306,"Hotel White"
11308,"Pushkaraj Hotels"
11312,"Hotel AJ International"
11314,"Hotel Gopikrishna"
11316,"Hotel Sunilkrishna"
11320,"Hotel Supreme"
11326,"Hotel Trichur Tower"
11334,"Metro Hotel"
11336,"Hotel Soans Resorts"
11342,"Hotel Mayura"
11358,"Hotel Shangrila"
11364,"Hotel Jewels"
11370,"Bhooshan Hotel"
11372,"Hotel Vardaan Resorts Patnitop"
11374,"Hotel Vardaan Jammu"
11376,"Hotel Dolly Inn"
11378,"Hotel Super"
11382,"T and U Leisure Hotel"
11384,"Hotel New Bharat"
11386,"Hotel Madhuban"
11388,"D Habitat Hotel Apartments"
11396,"Dolphin Hotel"
11398,"Ramee Guestline Hotel"
11402,"JS Heritage Hotel"
11408,"Nahars Residency Hotel"
11412,"Blue Chip Guest Houses"
11418,"Hotel Siddhartha"
11420,"Hotel NKMS Grand"
11424,"Hotel Centre Point Best Western"
11426,"KMA Hotel"
11440,"Hotel Solmar"
11442,"Hotel Chennai Deluxe"
11446,"Hotel Solmar Exotica"
500175,"The Nature Residency Hotel"
11456,"Hotel Lakme Executive"
11458,"Hotel Ashoka"
11462,"Hotel Beach Classic"
11464,"Deccan Park Hotel"
11472,"Maidens Hotel  Heritage"
11474,"Hotel Maharaja"
11476,"Buenavista Central Guest House Mg Road"
11478,"Buenavista - South Guest House Koramangala"
11480,"Buenavista  Guest House Langford Town"
11482,"Ritz Hotel"
11484,"Hotel Rajdeep"
11486,"Hotel Sapna"
11488,"Hotel Oriental Towers"
11490,"Mesabel Hotel"
11492,"The Manor Hotel"
11494,"Hotel Ranchi Ashok"
11496,"Prince Hotel"
11498,"Hotel City Park"
11500,"Hotel Swati Deluxe"
11502,"Hotel Swati"
11506,"Hotel Sri Sabthagiri"
11508,"Hotel Emerald Heights"
11510,"Hotel M.M. Continental"
11514,"Saas Tower Hotel"
11516,"Hotel Mayflower"
11518,"Hotel Munnar Inn"
11520,"Hotel Chancellor Resorts"
11530,"West Wood Hotels and Resorts"
11532,"Hotel Mansarovar Palace"
11540,"Hotel Zahgeer Continental"
11546,"Hotel Samrat"
11550,"Hotel Surya Executive"
11552,"Hotel Crystal Residency"
11554,"Mansarovar Hotel"
11556,"Hotel Disney Inn"
11558,"Safari Hotel"
11560,"Sanman Hotel"
11562,"Suraj Hotel"
11564,"Hotel Tripenta"
11566,"Hotel Highway Residency"
11572,"Hotel Surya"
11574,"Hotel Surya Regency"
11576,"Shilton Lodge"
11580,"Lakshmi Hotel and Resorts"
11590,"Hotel Green View"
11596,"Himalayan Heights Hotel"
11598,"Green Gates Hotel"
11604,"Dekeling Hotel"
11608,"Hotel Highway Garden"
11620,"Hotel  Surya International"
11626,"Katriya Hotel Towers"
11628,"Hotel Mount Paradise"
11634,"Hotel Grand Palace"
11636,"Hotel Garden Reach"
11646,"Hotel Arcadia"
11650,"Bethlehem Lodge"
11652,"Hotel Abu Palace"
11658,"Hotel Shevaroys"
11662,"Hotel Meghdoot"
11666,"Hotel Gemini Continental"
11678,"Hotel Manvins panjim"
11680,"Golf View Hotels & Suites"
11682,"Trendy Bed and Breakfast Guest House"
11684,"Hotel Alpine Continental"
11686,"The Residency Hotel"
11688,"Hotel Presidency"
11690,"Hotel Pankaj"
11692,"Hotel Park Plaza"
11704,"Hotel Golden Heights"
11706,"Hotel Mallika Residency"
11708,"Dho-Tapu Guest House"
11712,"Hotel Mayura"
11716,"Le Grand Hotel"
11720,"Hotel Allnear"
11744,"Primula Lodge"
11746,"Hotel Mayal"
11748,"Grand Hotel And Restaurant"
11754,"Hotel Ark"
11758,"Hotel Skylark"
11784,"Haritagiri Hotel and Ayurvedic Village"
11792,"Hotel Manhattan"
11794,"Hotel Sitara International"
11796,"Hotel Victor Palace"
11800,"The Central Hotel"
11806,"Hotel Treetop"
11812,"Hotel Holiday Resort"
11818,"Babylon International Hotel"
11826,"Hotel Clarks Shiraz"
11830,"Hotel Sai Sahavas"
11834,"Black Berry Hills Mountain Lodges"
11836,"Hotel Sagar Kinara"
11838,"Hotel Pegasus Crown"
11842,"Hotel Regency"
11856,"Hotel Super Star"
11860,"Hotel Metro Manor"
11882,"Sugam Hotel"
11886,"Hotel Hawa Mahal"
11896,"Hotel JC Grand"
11902,"Tuli International Hotel"
11908,"Ajanta Guest House"
11910,"Hotel Mandawa Haveli"
11912,"Mas Lake Queen Hotel"
11914,"Hotel Sheela"
11918,"Hotel Panchavati Yatri"
11922,"Hotel Willow Banks"
11924,"Hotel Sujata"
11928,"Hotel Aristocrat"
11944,"Hotel Royal Palace"
11946,"Hotel Shangrilla"
11950,"Hotel Srri Aswini Deluxe"
11952,"Hotel Gulistan"
11954,"Hotel Woodside Annexe"
11956,"Hotel Anupam"
11958,"Hotel Pal Palace"
11960,"Hotel Panchshil kolhapur"
11962,"Hotel Anmole Deluxe"
11966,"Hotel Aurora Towers"
11970,"Hotel Parth"
11972,"Hotel Causeway"
11974,"Hotel Karpagam International"
11978,"Hotel Shree Hari"
11982,"Hotel Sangam Karad"
11984,"Hotel Nova Goa"
11988,"Hotel Welcome Plaza"
11990,"Hotel Park Plaza"
11992,"Hotel Srikamal International"
11994,"The Residence Hotel Convention Centre"
