9604462,11,72,1415516233,14/12/2014,15/12/2014,1
9604830,0,21790,1415516228,14/12/2014,15/12/2014,1
9604194,18,,1415516215,16/11/2014,19/11/2014,3
9604678,2,,1415516153,16/11/2014,19/11/2014,3
9604582,6,,1415516118,04/12/2014,07/12/2014,3
9604688,0,438,1415516061,16/11/2014,19/11/2014,3
9604480,6,,1415516046,04/12/2014,07/12/2014,3
9604104,14,,1415515977,01/12/2014,04/12/2014,3
9599886,25,154,1415515956,15/11/2014,16/11/2014,1
9599952,28,64,1415515928,08/12/2014,10/12/2014,2
9603380,33,14,1415515846,14/12/2014,15/12/2014,1
9604380,2,21630,1415515820,14/12/2014,15/12/2014,1
9604458,2,194,1415515757,01/12/2014,03/12/2014,2
9604406,4,38,1415515714,16/11/2014,19/11/2014,3
9385882,31,118,1415515678,26/11/2014,28/11/2014,2
9604304,6,,1415515666,16/11/2014,19/11/2014,3
9553984,32,,1415515520,14/11/2014,17/11/2014,3
9604250,0,,1415515428,04/12/2014,07/12/2014,3
9563912,24,150,1415515360,09/12/2014,12/12/2014,3
9604198,2,604336,1415515259,16/11/2014,19/11/2014,3
9603572,12,14,1415515233,16/11/2014,19/11/2014,3
9604022,0,,1415515071,16/11/2014,19/11/2014,3
9301890,0,386,1415515043,27/11/2014,30/11/2014,3
9603726,6,,1415515026,16/11/2014,19/11/2014,3
9604126,1,,1415514993,16/11/2014,19/11/2014,3
9603666,5,42,1415514902,10/1/2015,11/1/2015,1
9603220,25,154,1415514868,16/11/2014,19/11/2014,3
9603092,27,,1415514817,04/12/2014,07/12/2014,3
9604008,1,,1415514787,24/01/2015,25/01/2015,1
9602834,34,14,1415514714,15/11/2014,18/11/2014,3
9603902,0,511679,1415514686,01/12/2014,03/12/2014,2
9603882,0,418,1415514515,01/12/2014,03/12/2014,2
9603936,0,,1415514474,04/12/2014,07/12/2014,3
9603720,0,346,1415514315,01/12/2014,03/12/2014,2
9603476,1,214,1415514313,14/12/2014,15/12/2014,1
9603724,0,264,1415514297,14/12/2014,15/12/2014,1
9603632,1,,1415514138,04/12/2014,07/12/2014,3
9603180,13,200,1415514034,01/12/2014,03/12/2014,2
9603376,6,,1415513868,16/11/2014,19/11/2014,3
9602840,20,,1415513831,04/12/2014,07/12/2014,3
9602590,26,,1415513671,15/11/2014,18/11/2014,3
9603364,3,590,1415513664,16/11/2014,19/11/2014,3
9603342,3,,1415513615,10/11/2014,11/11/2014,1
9599546,28,,1415513546,04/12/2014,07/12/2014,3
9603368,0,12412,1415513489,14/12/2014,15/12/2014,1
9420858,12,,1415513272,11/11/2014,14/11/2014,3
9603088,0,382,1415513240,16/11/2014,19/11/2014,3
9602918,6,54,1415513181,13/12/2014,14/12/2014,1
9603108,0,,1415513103,16/11/2014,19/11/2014,3
9247286,1,Homepage,1415512935,,,0
9586984,23,30,1415512910,15/11/2014,18/11/2014,3
9602776,1,513357,1415512849,13/12/2014,14/12/2014,1
9602976,0,,1415512778,04/12/2014,07/12/2014,3
9405590,20,Homepage,1415512716,,,0
9602624,2,,1415512712,01/12/2014,04/12/2014,3
9454674,0,,1415512699,01/12/2014,04/12/2014,3
9602714,5,335723,1415512627,13/12/2014,14/12/2014,1
9602558,0,14,1415512547,15/11/2014,18/11/2014,3
9602468,9,,1415512426,04/12/2014,07/12/2014,3
9602574,2,,1415512268,01/12/2014,04/12/2014,3
9598636,3,42,1415512245,15/11/2014,18/11/2014,3
9388126,0,24515,1415512152,27/11/2014,30/11/2014,3
9601602,8,,1415512061,04/12/2014,07/12/2014,3
9285918,0,60,1415511747,27/11/2014,30/11/2014,3
9601772,17,,1415511669,04/12/2014,07/12/2014,3
9601568,23,832,1415511644,23/12/2014,24/12/2014,1
9601134,32,,1415511586,15/11/2014,18/11/2014,3
9599036,28,,1415511583,04/12/2014,07/12/2014,3
9601732,17,,1415511575,15/11/2014,18/11/2014,3
9602294,0,154,1415511537,15/11/2014,18/11/2014,3
9601522,18,110,1415511465,15/11/2014,18/11/2014,3
9601908,0,14,1415511373,15/11/2014,18/11/2014,3
9601508,8,,1415511315,04/12/2014,07/12/2014,3
9601968,0,,1415511157,04/12/2014,07/12/2014,3
9601332,10,898,1415511120,21/12/2014,23/12/2014,2
9600436,9,,1415511091,15/11/2014,18/11/2014,3
9601938,2,32,1415511064,15/11/2014,18/11/2014,3
9599428,12,200,1415510908,01/12/2014,03/12/2014,2
9601580,9,300,1415510838,15/11/2014,18/11/2014,3
9600708,18,11942,1415510405,13/12/2014,14/12/2014,1
9600316,5,8,1415510374,15/11/2014,18/11/2014,3
9601036,18,,1415510342,15/11/2014,18/11/2014,3
9211530,9,258,1415510273,22/11/2014,24/11/2014,2
9414160,9,,1415510247,11/11/2014,14/11/2014,3
9601094,11,,1415510158,04/12/2014,07/12/2014,3
9601240,2,42,1415509879,13/12/2014,14/12/2014,1
9599798,41,,1415509657,01/12/2014,04/12/2014,3
9584766,17,1044,1415509646,15/11/2014,18/11/2014,3
9589418,10,,1415509638,04/12/2014,07/12/2014,3
9482932,38,,1415509507,13/11/2014,16/11/2014,3
9601092,0,319177,1415509398,15/11/2014,18/11/2014,3
9600482,7,436639,1415509064,15/11/2014,18/11/2014,3
9600834,0,,1415509055,01/12/2014,04/12/2014,3
9600638,6,970,1415509006,01/12/2014,03/12/2014,2
9600514,6,60,1415508666,13/12/2014,14/12/2014,1
9599368,27,154,1415508598,01/12/2014,03/12/2014,2
9600552,0,,1415508580,04/12/2014,07/12/2014,3
9600496,0,,1415508499,04/12/2014,07/12/2014,3
9266852,0,126271,1415508333,27/11/2014,30/11/2014,3
9311654,24,40,1415508328,07/11/2014,10/11/2014,3
9599548,28,30,1415508282,15/11/2014,18/11/2014,3
9600454,0,,1415508206,04/12/2014,07/12/2014,3
9600440,0,,1415508186,04/12/2014,07/12/2014,3
9599880,13,38,1415507989,15/11/2014,18/11/2014,3
9599864,13,,1415507950,15/11/2014,18/11/2014,3
9580520,34,526440,1415507902,13/12/2014,14/12/2014,1
9598752,40,10930,1415507800,14/11/2014,17/11/2014,3
9600042,5,488,1415507739,13/12/2014,14/12/2014,1
9599030,35,,1415507688,04/12/2014,07/12/2014,3
9589580,2,704,1415507638,15/11/2014,18/11/2014,3
9599910,6,76,1415507636,31/12/2014,01/01/2015,-30
9599976,1,212,1415507631,10/11/2014,11/11/2014,1
9599764,10,478101,1415507570,13/12/2014,14/12/2014,1
9599772,0,194,1415507570,27/12/2014,29/12/2014,2
9600034,1,9366,1415507504,13/12/2014,14/12/2014,1
9599566,9,,1415507379,04/12/2014,07/12/2014,3
9599892,0,80,1415507289,15/11/2014,18/11/2014,3
9599848,0,520325,1415507163,15/11/2014,18/11/2014,3
9598888,18,20,1415507098,15/11/2014,18/11/2014,3
9334050,0,20308,1415506951,27/11/2014,30/11/2014,3
9599056,19,,1415506761,15/11/2014,18/11/2014,3
9599106,12,13434,1415506448,13/12/2014,14/12/2014,1
9591642,0,292,1415506293,15/11/2014,18/11/2014,3
9596676,0,,1415506045,04/12/2014,07/12/2014,3
9595534,11,102987,1415505481,13/12/2014,14/12/2014,1
9598910,1,14,1415505456,15/11/2014,18/11/2014,3
9598524,1,62,1415504601,01/12/2014,03/12/2014,2
9598106,0,8,1415503873,15/11/2014,18/11/2014,3
9596386,44,,1415502906,04/12/2014,07/12/2014,3
9597614,0,514945,1415502823,13/12/2014,14/12/2014,1
9597498,0,154,1415502442,15/11/2014,18/11/2014,3
9597178,0,240,1415502285,15/11/2014,18/11/2014,3
9597144,0,17862,1415501753,15/11/2014,18/11/2014,3
9554182,0,,1415500910,04/12/2014,07/12/2014,3
9593842,0,21388,1415488097,14/11/2014,16/11/2014,2
9581688,0,395467,1415487047,13/12/2014,14/12/2014,1
9593338,0,,1415486480,15/11/2014,18/11/2014,3
9301222,14,14,1415482426,09/11/2014,12/11/2014,3
9591864,0,332,1415478856,15/11/2014,18/11/2014,3
9591878,0,,1415478831,04/12/2014,07/12/2014,3
9591966,0,110,1415478431,15/11/2014,18/11/2014,3
9591580,21,42,1415478116,15/11/2014,18/11/2014,3
9591844,0,,1415478015,15/11/2014,18/11/2014,3
9591354,0,1020,1415477081,13/12/2014,14/12/2014,1
9591200,0,8,1415475607,13/12/2014,14/12/2014,1
9591104,0,14,1415475350,15/11/2014,18/11/2014,3
9591134,0,150,1415475268,15/11/2014,18/11/2014,3
9590492,28,,1415475064,04/12/2014,07/12/2014,3
9588164,16,,1415474684,15/11/2014,18/11/2014,3
9590904,0,14,1415474644,15/11/2014,18/11/2014,3
9590896,0,32,1415474566,15/11/2014,18/11/2014,3
9590846,0,,1415474314,01/12/2014,04/12/2014,3
9590832,0,,1415474266,04/12/2014,07/12/2014,3
9590782,0,,1415474184,15/11/2014,16/11/2014,1
9590580,1,214,1415474182,15/11/2014,18/11/2014,3
9590314,6,30,1415473919,15/11/2014,18/11/2014,3
9288784,26,Homepage,1415473838,,,0
9590530,0,489693,1415473396,13/12/2014,14/12/2014,1
9590482,0,12,1415473360,25/12/2014,27/12/2014,2
9590368,7,,1415473352,04/12/2014,07/12/2014,3
9539910,0,533844,1415473315,12/12/2014,13/12/2014,1
9590464,0,332825,1415473271,23/11/2014,25/11/2014,2
9590178,11,21308,1415473040,13/12/2014,14/12/2014,1
9588366,58,,1415472935,15/11/2014,18/11/2014,3
9589502,38,,1415472933,04/12/2014,07/12/2014,3
9587986,31,372,1415472931,15/11/2014,18/11/2014,3
9589614,27,,1415472922,04/12/2014,07/12/2014,3
9590140,13,22359,1415472900,13/12/2014,14/12/2014,1
9589644,32,30,1415472844,04/12/2014,07/12/2014,3
9589104,9,24,1415472694,14/11/2014,15/11/2014,1
9590162,7,,1415472648,04/12/2014,07/12/2014,3
9590154,2,,1415472602,04/12/2014,07/12/2014,3
9588744,54,444,1415472264,15/11/2014,18/11/2014,3
9590148,0,428,1415472169,13/12/2014,14/12/2014,1
9590088,0,574084,1415472165,13/12/2014,14/12/2014,1
9494654,35,82,1415472111,28/11/2014,30/11/2014,2
9589346,29,,1415472036,04/12/2014,07/12/2014,3
9589636,18,422,1415471993,25/12/2014,27/12/2014,2
9587010,41,,1415471954,04/12/2014,07/12/2014,3
9589842,8,322,1415471953,15/11/2014,18/11/2014,3
9589246,11,8,1415471934,22/11/2014,23/11/2014,1
9589964,0,,1415471879,04/12/2014,07/12/2014,3
9589058,9,,1415471823,04/12/2014,07/12/2014,3
9589920,4,14096,1415471793,13/12/2014,14/12/2014,1
9589932,0,,1415471587,04/12/2014,07/12/2014,3
9589934,0,14344,1415471511,13/12/2014,14/12/2014,1
9224660,0,86,1415471500,07/11/2014,10/11/2014,3
9448176,23,,1415471379,12/11/2014,15/11/2014,3
9589532,12,,1415471369,04/12/2014,07/12/2014,3
9589824,0,313443,1415471349,13/12/2014,14/12/2014,1
9589434,16,,1415471344,01/12/2014,04/12/2014,3
9378410,9,444,1415471293,27/11/2014,30/11/2014,3
9589808,0,,1415471279,04/12/2014,07/12/2014,3
9588808,33,,1415471095,04/12/2014,07/12/2014,3
9548014,0,444,1415471056,29/12/2014,31/12/2014,2
9589680,0,472,1415471028,30/11/2014,02/12/2014,-28
9554466,0,10860,1415470874,12/12/2014,13/12/2014,1
9589500,2,108,1415470833,30/11/2014,02/12/2014,-28
9589590,0,,1415470830,04/12/2014,07/12/2014,3
9589482,4,512,1415470795,15/11/2014,18/11/2014,3
9589442,0,14,1415470675,15/11/2014,18/11/2014,3
9589204,12,,1415470621,15/11/2014,18/11/2014,3
9459030,2,438,1415470579,12/11/2014,15/11/2014,3
9589048,16,14,1415470532,15/11/2014,18/11/2014,3
9588452,0,23071,1415470489,15/11/2014,18/11/2014,3
9588752,22,154,1415470468,15/11/2014,18/11/2014,3
9589384,4,,1415470449,04/12/2014,07/12/2014,3
9589158,0,170,1415470364,04/12/2014,07/12/2014,3
9588668,27,60,1415470349,15/11/2014,18/11/2014,3
9588876,0,444,1415470233,15/11/2014,18/11/2014,3
9589026,11,14,1415470230,15/11/2014,18/11/2014,3
9588728,23,,1415470151,01/12/2014,04/12/2014,3
9589292,0,300,1415470117,15/11/2014,18/11/2014,3
9575420,48,,1415470042,01/12/2014,04/12/2014,3
9589198,0,518179,1415469907,13/12/2014,14/12/2014,1
9581450,0,23071,1415469885,30/11/2014,02/12/2014,-28
9588738,5,82,1415469761,26/11/2014,27/11/2014,1
9588942,0,162,1415469726,13/12/2014,16/12/2014,3
9576496,0,,1415469726,04/12/2014,07/12/2014,3
9588438,0,513077,1415469721,30/11/2014,02/12/2014,-28
9588962,2,852,1415469719,14/11/2014,18/11/2014,4
9589154,0,10352,1415469717,13/12/2014,14/12/2014,1
9585218,13,,1415469715,04/12/2014,07/12/2014,3
9588114,22,,1415469704,04/12/2014,07/12/2014,3
9588296,28,,1415469697,01/12/2014,04/12/2014,3
9588432,24,,1415469688,04/12/2014,07/12/2014,3
9588500,0,,1415469677,04/12/2014,07/12/2014,3
9588856,5,1044,1415469551,15/11/2014,18/11/2014,3
9588948,0,9696,1415469417,13/12/2014,14/12/2014,1
9587746,39,20506,1415469395,13/12/2014,14/12/2014,1
9584380,19,12562,1415469359,29/12/2014,01/01/2015,-28
9588862,1,260,1415469350,15/11/2014,18/11/2014,3
9450202,0,126,1415468937,11/11/2014,13/11/2014,2
9583288,20,,1415468869,08/11/2014,09/11/2014,1
9587540,35,13432,1415468821,20/11/2014,22/11/2014,2
9588620,0,,1415468806,15/11/2014,18/11/2014,3
9588220,8,490923,1415468794,15/11/2014,18/11/2014,3
9588732,0,,1415468758,15/11/2014,18/11/2014,3
9588408,0,22809,1415468727,13/12/2014,14/12/2014,1
9588644,1,494003,1415468655,13/12/2014,14/12/2014,1
9587716,30,38,1415468654,13/12/2014,14/12/2014,1
9588554,2,14,1415468624,15/11/2014,18/11/2014,3
9587932,22,,1415468549,04/12/2014,07/12/2014,3
9588362,0,590,1415468521,13/12/2014,14/12/2014,1
9588098,14,,1415468518,04/12/2014,07/12/2014,3
9588388,3,,1415468428,15/11/2014,18/11/2014,3
9576270,0,,1415468393,04/12/2014,07/12/2014,3
9588520,0,,1415468386,04/12/2014,07/12/2014,3
9588428,0,852,1415468368,04/12/2014,07/12/2014,3
9588468,0,,1415468330,04/12/2014,07/12/2014,3
9585748,23,,1415468323,15/11/2014,18/11/2014,3
9587710,16,,1415468268,04/12/2014,07/12/2014,3
9588198,0,336671,1415467891,22/11/2014,23/11/2014,1
9588080,5,17910,1415467863,15/11/2014,16/11/2014,1
9587014,0,396,1415467763,15/11/2014,18/11/2014,3
9588104,0,,1415467717,15/11/2014,18/11/2014,3
9587872,2,,1415467582,15/11/2014,18/11/2014,3
9587740,6,308,1415467367,01/12/2014,04/12/2014,3
9587928,2,942,1415467309,15/11/2014,18/11/2014,3
9587660,3,12128,1415467225,10/11/2014,11/11/2014,1
9587086,18,20138,1415466992,30/11/2014,02/12/2014,-28
9587570,6,1148,1415466961,15/11/2014,16/11/2014,1
9585024,27,808,1415466917,15/11/2014,18/11/2014,3
9466550,26,444,1415466915,26/12/2014,28/12/2014,2
9587460,8,11722,1415466787,13/12/2014,14/12/2014,1
9571810,14,,1415466781,15/11/2014,18/11/2014,3
9587060,6,682,1415466639,12/11/2014,15/11/2014,3
9547924,25,535376,1415466599,12/12/2014,13/12/2014,1
9586944,19,,1415466577,15/11/2014,18/11/2014,3
9585706,53,,1415466520,15/11/2014,18/11/2014,3
9587082,1,449451,1415466442,15/11/2014,18/11/2014,3
9587242,2,23071,1415466388,13/12/2014,14/12/2014,1
9586228,34,8,1415466361,15/11/2014,18/11/2014,3
9587374,2,898,1415466355,15/11/2014,18/11/2014,3
9585344,1,,1415466326,04/12/2014,07/12/2014,3
9587170,0,,1415466295,04/12/2014,07/12/2014,3
9587418,0,662,1415466265,15/11/2014,18/11/2014,3
9586408,3,346,1415466253,15/11/2014,18/11/2014,3
9587422,0,106,1415466240,30/11/2014,02/12/2014,-28
9587300,0,,1415466217,04/12/2014,07/12/2014,3
9587090,0,390,1415466132,15/11/2014,18/11/2014,3
9320456,0,812,1415466047,24/11/2014,26/11/2014,2
